,path,emotion
212,data/training/Actor_26/26_01_01_01_perch_happy.wav,happy
213,data/training/Actor_26/26_01_01_01_thought_happy.wav,happy
214,data/training/Actor_26/26_01_01_01_keen_happy.wav,happy
215,data/training/Actor_26/26_01_01_01_chat_happy.wav,happy
216,data/training/Actor_26/26_01_01_01_live_happy.wav,happy
217,data/training/Actor_26/26_01_01_01_laud_happy.wav,happy
218,data/training/Actor_26/26_01_01_01_thumb_happy.wav,happy
219,data/training/Actor_26/26_01_01_01_back_happy.wav,happy
220,data/training/Actor_26/26_01_01_01_learn_happy.wav,happy
221,data/training/Actor_26/26_01_01_01_date_happy.wav,happy
222,data/training/Actor_26/26_01_01_01_lose_happy.wav,happy
223,data/training/Actor_26/26_01_01_01_tip_happy.wav,happy
224,data/training/Actor_26/26_01_01_01_raid_happy.wav,happy
225,data/training/Actor_26/26_01_01_01_five_happy.wav,happy
226,data/training/Actor_26/26_01_01_01_raise_happy.wav,happy
227,data/training/Actor_26/26_01_01_01_name_happy.wav,happy
228,data/training/Actor_26/26_01_01_01_dead_happy.wav,happy
229,data/training/Actor_26/26_01_01_01_gap_happy.wav,happy
230,data/training/Actor_26/26_01_01_01_rush_happy.wav,happy
231,data/training/Actor_26/26_01_01_01_choice_happy.wav,happy
232,data/training/Actor_26/26_01_01_01_dab_happy.wav,happy
233,data/training/Actor_26/26_01_01_01_fat_happy.wav,happy
234,data/training/Actor_26/26_01_01_01_burn_happy.wav,happy
235,data/training/Actor_26/26_01_01_01_luck_happy.wav,happy
236,data/training/Actor_26/26_01_01_01_chair_happy.wav,happy
237,data/training/Actor_26/26_01_01_01_tape_happy.wav,happy
238,data/training/Actor_26/26_01_01_01_have_happy.wav,happy
239,data/training/Actor_26/26_01_01_01_jar_happy.wav,happy
240,data/training/Actor_26/26_01_01_01_ring_happy.wav,happy
241,data/training/Actor_26/26_01_01_01_gin_happy.wav,happy
242,data/training/Actor_26/26_01_01_01_make_happy.wav,happy
243,data/training/Actor_26/26_01_01_01_take_happy.wav,happy
244,data/training/Actor_26/26_01_01_01_calm_happy.wav,happy
245,data/training/Actor_26/26_01_01_01_king_happy.wav,happy
246,data/training/Actor_26/26_01_01_01_hire_happy.wav,happy
247,data/training/Actor_26/26_01_01_01_white_happy.wav,happy
248,data/training/Actor_26/26_01_01_01_mood_happy.wav,happy
249,data/training/Actor_26/26_01_01_01_beg_happy.wav,happy
250,data/training/Actor_26/26_01_01_01_wash_happy.wav,happy
251,data/training/Actor_26/26_01_01_01_void_happy.wav,happy
252,data/training/Actor_26/26_01_01_01_death_happy.wav,happy
253,data/training/Actor_26/26_01_01_01_limb_happy.wav,happy
254,data/training/Actor_26/26_01_01_01_book_happy.wav,happy
255,data/training/Actor_26/26_01_01_01_said_happy.wav,happy
256,data/training/Actor_26/26_01_01_01_pool_happy.wav,happy
257,data/training/Actor_26/26_01_01_01_team_happy.wav,happy
258,data/training/Actor_26/26_01_01_01_youth_happy.wav,happy
259,data/training/Actor_26/26_01_01_01_rot_happy.wav,happy
260,data/training/Actor_26/26_01_01_01_wire_happy.wav,happy
261,data/training/Actor_26/26_01_01_01_hall_happy.wav,happy
262,data/training/Actor_26/26_01_01_01_love_happy.wav,happy
263,data/training/Actor_26/26_01_01_01_fit_happy.wav,happy
264,data/training/Actor_26/26_01_01_01_gaze_happy.wav,happy
265,data/training/Actor_26/26_01_01_01_kite_happy.wav,happy
266,data/training/Actor_26/26_01_01_01_young_happy.wav,happy
267,data/training/Actor_26/26_01_01_01_bath_happy.wav,happy
268,data/training/Actor_26/26_01_01_01_keg_happy.wav,happy
269,data/training/Actor_26/26_01_01_01_hash_happy.wav,happy
270,data/training/Actor_26/26_01_01_01_when_happy.wav,happy
271,data/training/Actor_26/26_01_01_01_rose_happy.wav,happy
272,data/training/Actor_26/26_01_01_01_get_happy.wav,happy
273,data/training/Actor_26/26_01_01_01_far_happy.wav,happy
274,data/training/Actor_19/03-02-03-01-02-01-19_happy.wav,happy
275,data/training/Actor_19/19_02_01_02_kids-talking_happy.wav,happy
276,data/training/Actor_19/19_01_01_01_kids-talking_happy.wav,happy
277,data/training/Actor_19/19_01_01_02_kids-talking_happy.wav,happy
278,data/training/Actor_19/19_02_01_01_kids-talking_happy.wav,happy
279,data/training/Actor_19/03-02-03-02-02-01-19_happy.wav,happy
280,data/training/Actor_19/19_02_01_01_dogs-sitting_happy.wav,happy
281,data/training/Actor_19/19_01_01_02_dogs-sitting_happy.wav,happy
282,data/training/Actor_19/03-02-03-02-01-02-19_happy.wav,happy
283,data/training/Actor_19/03-02-03-01-01-02-19_happy.wav,happy
284,data/training/Actor_19/19_01_01_01_dogs-sitting_happy.wav,happy
285,data/training/Actor_19/19_02_01_02_dogs-sitting_happy.wav,happy
286,data/training/Actor_19/19_02_02_01_kids-talking_happy.wav,happy
287,data/training/Actor_19/19_01_02_02_kids-talking_happy.wav,happy
288,data/training/Actor_19/03-02-03-02-01-01-19_happy.wav,happy
289,data/training/Actor_19/03-02-03-01-01-01-19_happy.wav,happy
290,data/training/Actor_19/19_01_02_01_kids-talking_happy.wav,happy
291,data/training/Actor_19/19_02_02_02_kids-talking_happy.wav,happy
292,data/training/Actor_19/03-02-03-01-02-02-19_happy.wav,happy
293,data/training/Actor_19/19_02_02_02_dogs-sitting_happy.wav,happy
294,data/training/Actor_19/19_01_02_01_dogs-sitting_happy.wav,happy
295,data/training/Actor_19/19_01_02_02_dogs-sitting_happy.wav,happy
296,data/training/Actor_19/19_02_02_01_dogs-sitting_happy.wav,happy
297,data/training/Actor_19/03-02-03-02-02-02-19_happy.wav,happy
298,data/training/Actor_10/10_01_02_02_dogs-sitting_happy.wav,happy
299,data/training/Actor_10/10_02_02_01_dogs-sitting_happy.wav,happy
300,data/training/Actor_10/10_02_02_02_dogs-sitting_happy.wav,happy
301,data/training/Actor_10/10_01_02_01_dogs-sitting_happy.wav,happy
302,data/training/Actor_10/10_01_02_01_kids-talking_happy.wav,happy
303,data/training/Actor_10/10_02_02_02_kids-talking_happy.wav,happy
304,data/training/Actor_10/10_02_02_01_kids-talking_happy.wav,happy
305,data/training/Actor_10/10_01_02_02_kids-talking_happy.wav,happy
306,data/training/Actor_10/10_01_01_01_dogs-sitting_happy.wav,happy
307,data/training/Actor_10/10_02_01_02_dogs-sitting_happy.wav,happy
308,data/training/Actor_10/10_02_01_01_dogs-sitting_happy.wav,happy
309,data/training/Actor_10/10_01_01_02_dogs-sitting_happy.wav,happy
310,data/training/Actor_10/10_01_01_02_kids-talking_happy.wav,happy
311,data/training/Actor_10/10_02_01_01_kids-talking_happy.wav,happy
312,data/training/Actor_10/10_02_01_02_kids-talking_happy.wav,happy
313,data/training/Actor_10/10_01_01_01_kids-talking_happy.wav,happy
314,data/training/Actor_17/17_02_01_01_dogs-sitting_happy.wav,happy
315,data/training/Actor_17/03-02-03-01-02-02-17_happy.wav,happy
316,data/training/Actor_17/03-02-03-02-02-02-17_happy.wav,happy
317,data/training/Actor_17/17_02_01_02_dogs-sitting_happy.wav,happy
318,data/training/Actor_17/03-02-03-02-01-01-17_happy.wav,happy
319,data/training/Actor_17/17_02_01_02_kids-talking_happy.wav,happy
320,data/training/Actor_17/17_02_01_01_kids-talking_happy.wav,happy
321,data/training/Actor_17/03-02-03-01-01-01-17_happy.wav,happy
322,data/training/Actor_17/03-02-03-02-01-02-17_happy.wav,happy
323,data/training/Actor_17/17_02_02_02_dogs-sitting_happy.wav,happy
324,data/training/Actor_17/17_02_02_01_dogs-sitting_happy.wav,happy
325,data/training/Actor_17/03-02-03-01-01-02-17_happy.wav,happy
326,data/training/Actor_17/17_02_02_01_kids-talking_happy.wav,happy
327,data/training/Actor_17/03-02-03-01-02-01-17_happy.wav,happy
328,data/training/Actor_17/03-02-03-02-02-01-17_happy.wav,happy
329,data/training/Actor_17/17_02_02_02_kids-talking_happy.wav,happy
330,data/training/Actor_04/04_02_02_01_kids-talking_happy.wav,happy
331,data/training/Actor_04/04_01_02_02_kids-talking_happy.wav,happy
332,data/training/Actor_04/03-02-03-01-01-01-04_happy.wav,happy
333,data/training/Actor_04/04_01_02_01_kids-talking_happy.wav,happy
334,data/training/Actor_04/04_02_02_02_kids-talking_happy.wav,happy
335,data/training/Actor_04/03-02-03-02-01-01-04_happy.wav,happy
336,data/training/Actor_04/04_02_02_02_dogs-sitting_happy.wav,happy
337,data/training/Actor_04/04_01_02_01_dogs-sitting_happy.wav,happy
338,data/training/Actor_04/03-02-03-02-02-02-04_happy.wav,happy
339,data/training/Actor_04/04_01_02_02_dogs-sitting_happy.wav,happy
340,data/training/Actor_04/04_02_02_01_dogs-sitting_happy.wav,happy
341,data/training/Actor_04/03-02-03-01-02-02-04_happy.wav,happy
342,data/training/Actor_04/03-02-03-02-02-01-04_happy.wav,happy
343,data/training/Actor_04/04_02_01_02_kids-talking_happy.wav,happy
344,data/training/Actor_04/04_01_01_01_kids-talking_happy.wav,happy
345,data/training/Actor_04/04_01_01_02_kids-talking_happy.wav,happy
346,data/training/Actor_04/04_02_01_01_kids-talking_happy.wav,happy
347,data/training/Actor_04/03-02-03-01-02-01-04_happy.wav,happy
348,data/training/Actor_04/04_02_01_01_dogs-sitting_happy.wav,happy
349,data/training/Actor_04/04_01_01_02_dogs-sitting_happy.wav,happy
350,data/training/Actor_04/03-02-03-01-01-02-04_happy.wav,happy
351,data/training/Actor_04/03-02-03-02-01-02-04_happy.wav,happy
352,data/training/Actor_04/04_01_01_01_dogs-sitting_happy.wav,happy
353,data/training/Actor_04/04_02_01_02_dogs-sitting_happy.wav,happy
354,data/training/Actor_03/03_01_01_02_kids-talking_happy.wav,happy
355,data/training/Actor_03/03_02_01_01_kids-talking_happy.wav,happy
356,data/training/Actor_03/03-02-03-01-02-02-03_happy.wav,happy
357,data/training/Actor_03/03-02-03-02-02-02-03_happy.wav,happy
358,data/training/Actor_03/03_02_01_02_kids-talking_happy.wav,happy
359,data/training/Actor_03/03_01_01_01_kids-talking_happy.wav,happy
360,data/training/Actor_03/03-02-03-02-01-01-03_happy.wav,happy
361,data/training/Actor_03/03_01_01_01_dogs-sitting_happy.wav,happy
362,data/training/Actor_03/03_02_01_02_dogs-sitting_happy.wav,happy
363,data/training/Actor_03/03_02_01_01_dogs-sitting_happy.wav,happy
364,data/training/Actor_03/03_01_01_02_dogs-sitting_happy.wav,happy
365,data/training/Actor_03/03-02-03-01-01-01-03_happy.wav,happy
366,data/training/Actor_03/03-02-03-02-01-02-03_happy.wav,happy
367,data/training/Actor_03/03_01_02_01_kids-talking_happy.wav,happy
368,data/training/Actor_03/03_02_02_02_kids-talking_happy.wav,happy
369,data/training/Actor_03/03-02-03-01-01-02-03_happy.wav,happy
370,data/training/Actor_03/03_02_02_01_kids-talking_happy.wav,happy
371,data/training/Actor_03/03_01_02_02_kids-talking_happy.wav,happy
372,data/training/Actor_03/03-02-03-01-02-01-03_happy.wav,happy
373,data/training/Actor_03/03_01_02_02_dogs-sitting_happy.wav,happy
374,data/training/Actor_03/03_02_02_01_dogs-sitting_happy.wav,happy
375,data/training/Actor_03/03-02-03-02-02-01-03_happy.wav,happy
376,data/training/Actor_03/03_02_02_02_dogs-sitting_happy.wav,happy
377,data/training/Actor_03/03_01_02_01_dogs-sitting_happy.wav,happy
378,data/training/Actor_02/03-02-03-02-01-01-02_happy.wav,happy
379,data/training/Actor_02/02_01_02_02_dogs-sitting_happy.wav,happy
380,data/training/Actor_02/02_02_02_01_dogs-sitting_happy.wav,happy
381,data/training/Actor_02/02_02_02_02_dogs-sitting_happy.wav,happy
382,data/training/Actor_02/02_01_02_01_dogs-sitting_happy.wav,happy
383,data/training/Actor_02/03-02-03-01-01-01-02_happy.wav,happy
384,data/training/Actor_02/02_01_02_01_kids-talking_happy.wav,happy
385,data/training/Actor_02/02_02_02_02_kids-talking_happy.wav,happy
386,data/training/Actor_02/03-02-03-01-02-02-02_happy.wav,happy
387,data/training/Actor_02/03-02-03-02-02-02-02_happy.wav,happy
388,data/training/Actor_02/02_02_02_01_kids-talking_happy.wav,happy
389,data/training/Actor_02/02_01_02_02_kids-talking_happy.wav,happy
390,data/training/Actor_02/02_01_01_01_dogs-sitting_happy.wav,happy
391,data/training/Actor_02/02_02_01_02_dogs-sitting_happy.wav,happy
392,data/training/Actor_02/03-02-03-01-02-01-02_happy.wav,happy
393,data/training/Actor_02/03-02-03-02-02-01-02_happy.wav,happy
394,data/training/Actor_02/02_02_01_01_dogs-sitting_happy.wav,happy
395,data/training/Actor_02/02_01_01_02_dogs-sitting_happy.wav,happy
396,data/training/Actor_02/03-02-03-02-01-02-02_happy.wav,happy
397,data/training/Actor_02/02_01_01_02_kids-talking_happy.wav,happy
398,data/training/Actor_02/02_02_01_01_kids-talking_happy.wav,happy
399,data/training/Actor_02/02_02_01_02_kids-talking_happy.wav,happy
400,data/training/Actor_02/02_01_01_01_kids-talking_happy.wav,happy
401,data/training/Actor_02/03-02-03-01-01-02-02_happy.wav,happy
402,data/training/Actor_05/03-02-03-02-02-02-05_happy.wav,happy
403,data/training/Actor_05/05_02_01_01_dogs-sitting_happy.wav,happy
404,data/training/Actor_05/05_02_01_02_dogs-sitting_happy.wav,happy
405,data/training/Actor_05/03-02-03-01-02-02-05_happy.wav,happy
406,data/training/Actor_05/05_02_01_02_kids-talking_happy.wav,happy
407,data/training/Actor_05/03-02-03-01-01-01-05_happy.wav,happy
408,data/training/Actor_05/03-02-03-02-01-01-05_happy.wav,happy
409,data/training/Actor_05/05_02_01_01_kids-talking_happy.wav,happy
410,data/training/Actor_05/05_02_02_02_dogs-sitting_happy.wav,happy
411,data/training/Actor_05/05_01_02_01_dogs-sitting_happy.wav,happy
412,data/training/Actor_05/03-02-03-01-01-02-05_happy.wav,happy
